Площадь,Количество комнат,Этаж,Количество этажей в доме,Цена,Адрес,Изображения,Описание,S3_изображения,Количество_фото
70.0,3,3,7,66000,"посёлок Воскресенское,35","['avatars.mds.yandex.net/get-realty-offers/12728172/88ad3d72-ca9b-4286-8a5a-22129f91a746/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13732998/f8f3b722-1cd1-4731-9d4e-07823f67f7ad/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17824425/bf5d1d7a-2cfd-410b-a823-72c16b806736/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14363166/18f35458-b0a6-42f9-a011-eea625e2e75e/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/ee6637a6-2e26-4fa2-8c83-f70e129fd557/app_snippet_large']","Сдаётся 3-комнатная квартира площадью 70 кв.м. с евроремонтом на 3 этаже в 7-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Микроволновка  Пылесос Дом - кирпичный, окна выходят во двор и на улицу.","['s3://realty-images/flats/1207/image_1.jpg', 's3://realty-images/flats/1207/image_2.jpg', 's3://realty-images/flats/1207/image_3.jpg', 's3://realty-images/flats/1207/image_4.jpg', 's3://realty-images/flats/1207/image_5.jpg']",5
69.0,3,13,23,98000,ЖК «Южные сады»,"['avatars.mds.yandex.net/get-realty-offers/13693183/f7acbb12-d4e2-4f7a-96b9-a9c2386759d5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/79af6b09-a3b9-49ee-a610-b9cc0ee3c482/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745223/8bc6a700-1f5c-4188-82a1-d9515e2457bf/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16444596/d2934c8a-8943-464c-94b7-4998c09edf40/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18734988/383f5d94-9271-421e-9d90-480442fbc259/app_snippet_large']",Заезд возможен с 20.04.2026. Сдаётся 3-комнатная квартира площадью 69 кв.м. с дизайнерским ремонтом на 13 этаже в 23-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина,"['s3://realty-images/flats/1208/image_1.jpg', 's3://realty-images/flats/1208/image_2.jpg', 's3://realty-images/flats/1208/image_3.jpg', 's3://realty-images/flats/1208/image_4.jpg', 's3://realty-images/flats/1208/image_5.jpg']",5
52.0,2,15,25,71000,Кузьминский лес,"['avatars.mds.yandex.net/get-realty-offers/15049560/1bc4494b-c9d0-4178-a40c-d40b6000ae4a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16304208/ed9cc3bd-dc80-448e-b39b-73e534090bd7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15049560/a8ea3175-efe9-42fd-8245-88b50886ebce/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16408927/993cff42-3d42-40b3-a287-00cdbae59c8c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14021747/3817a4f5-1848-4bee-8e41-1c52866134c2/app_snippet_large']",Сдаётся благоустроенная 2-комнатная квартира площадью 52 кв.м. с евроремонтом на 15 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Подробно ознакомиться с обустройством можно,"['s3://realty-images/flats/1209/image_1.jpg', 's3://realty-images/flats/1209/image_2.jpg', 's3://realty-images/flats/1209/image_3.jpg', 's3://realty-images/flats/1209/image_4.jpg', 's3://realty-images/flats/1209/image_5.jpg']",5
36.0,1,14,24,130500,Апарт-комплекс «Новоданиловская 8»,"['avatars.mds.yandex.net/get-realty-offers/16386144/176b60d7-31e1-4761-9ac3-76d8dd919e38/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18345797/6fe15615-f593-429c-bf0d-b97ec11a2ddd/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13971415/ad2a876a-8d91-4625-b660-e4dc5d1e8d44/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11488677/23b1c55f-795d-41ec-83c5-d4de8804163f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14112972/bc890e3f-ae48-4f28-b0c0-b6b1b1bdda1b/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 14 этаже в 24-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка  Пылесос,"['s3://realty-images/flats/1210/image_1.jpg', 's3://realty-images/flats/1210/image_2.jpg', 's3://realty-images/flats/1210/image_3.jpg', 's3://realty-images/flats/1210/image_4.jpg', 's3://realty-images/flats/1210/image_5.jpg']",5
46.0,2,13,34,148000,ЖК iLove,"['avatars.mds.yandex.net/get-realty-offers/17720277/52d890b9-9389-4e32-9738-b7b7f859d7f9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16444596/ff30111f-d3cd-41b5-987b-a301142dc4cd/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13732998/353341f5-472f-493c-b7ff-bad5e1135286/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/8523b708-f989-4349-b9f1-af542992a79f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10159823/2afb3b6b-d581-45f7-a219-c57f01a2ae9f/app_snippet_large']","Заезд возможен с 15.04.2026. Представляем вам элитную квартиру, расположенную в престижном районе города на 13 этаже. Эта квартира создана для тех, кто ценит комфорт, роскошь и удобство. О КВАРТИРЕ 2-комнатная квартира уютная и светлая полностью","['s3://realty-images/flats/1211/image_1.jpg', 's3://realty-images/flats/1211/image_2.jpg', 's3://realty-images/flats/1211/image_3.jpg', 's3://realty-images/flats/1211/image_4.jpg', 's3://realty-images/flats/1211/image_5.jpg']",5
58.0,2,11,14,61000,", д","['avatars.mds.yandex.net/get-realty-offers/14333116/edf373b9-82fe-4234-b5f9-be518ad6b820/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14814928/56bd1a81-c6c8-47b2-93ef-6ce7d795c4f3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10159823/cc3e7d4e-abf7-4314-8125-ab246cfd68ad/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16146422/2d9de599-92ae-487f-8a81-b51e39cd20c4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9896606/2b8cd61b-a48c-4a9b-b860-507886d55a9d/app_snippet_large']",Сдаётся 2-комнатная квартира площадью 58 кв.м. с косметическим ремонтом на 11 этаже в 14-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Микроволновка Дом -,"['s3://realty-images/flats/1212/image_1.jpg', 's3://realty-images/flats/1212/image_2.jpg', 's3://realty-images/flats/1212/image_3.jpg', 's3://realty-images/flats/1212/image_4.jpg', 's3://realty-images/flats/1212/image_5.jpg']",5
36.0,1,8,12,66000,"улица Мнёвники,10к2","['avatars.mds.yandex.net/get-realty-offers/11556715/60897856-8dc8-4b35-adbe-e8ab6dd65cda/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12346937/1459f607-925d-4888-a6f1-40a5e9d29383/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12691177/45445a1c-2be8-4c56-8230-3a1a8263ff55/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12738695/e5a9f956-3e65-4367-833f-015f6f9f721c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10501146/592cc5ca-0fe5-4d14-8b2c-da29e200c95b/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 8 этаже в 12-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Микроволновка Дом - блочный, окна выходят во двор. В подъезде 2 лифта -","['s3://realty-images/flats/1213/image_1.jpg', 's3://realty-images/flats/1213/image_2.jpg', 's3://realty-images/flats/1213/image_3.jpg', 's3://realty-images/flats/1213/image_4.jpg', 's3://realty-images/flats/1213/image_5.jpg']",5
47.0,1,2,26,68000,ЖК «Гоголь Парк»,"['avatars.mds.yandex.net/get-realty-offers/10246351/633d0c34-cd21-4ed4-ae26-a2d6be97467f/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14819069/f94cc5e0-6312-4c71-8e72-d1e450e2a75b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15389651/3813dd58-53d1-49a3-827b-60ce9b049fc3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14385517/dda7ef07-6ebf-4fb5-b0da-0704e58912db/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16506707/8dcc0170-e011-43c0-991b-ef0d1b1ad110/app_snippet_large']",Заезд возможен с 18.04.2026. Сдаётся 1-комнатная квартира площадью 47 кв.м. с дизайнерским ремонтом на 2 этаже в 26-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Сушильная машина  Холодильник,"['s3://realty-images/flats/1214/image_1.jpg', 's3://realty-images/flats/1214/image_2.jpg', 's3://realty-images/flats/1214/image_3.jpg', 's3://realty-images/flats/1214/image_4.jpg', 's3://realty-images/flats/1214/image_5.jpg']",5
30.0,1,15,22,44000,"Борисовский проезд,16","['avatars.mds.yandex.net/get-realty-offers/16258130/21c8aabe-d9a4-44d6-974e-30055612c779/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16149937/0a671962-4419-41e7-89ed-b4a6f1d9381d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18141612/0cbc95d0-6739-48d2-8aaa-326ea3b24dc1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17716653/03a299a3-3269-4cc3-b4ff-a173f0e33c87/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18734988/dca706ee-47d3-4601-82b5-9845012515b6/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 30 кв.м. с косметическим ремонтом на 15 этаже в 22-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Пылесос Дом - панельный, окна выходят на улицу. В","['s3://realty-images/flats/1215/image_1.jpg', 's3://realty-images/flats/1215/image_2.jpg', 's3://realty-images/flats/1215/image_3.jpg', 's3://realty-images/flats/1215/image_4.jpg', 's3://realty-images/flats/1215/image_5.jpg']",5
32.0,1,13,17,50500,"улица Академика Капицы,32к2","['avatars.mds.yandex.net/get-realty-offers/16502204/a9d71073-3a38-4c88-aa34-33bf22222c04/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17702536/d722ca1b-0ecf-4949-bd2b-160e321773ff/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17702536/a434e463-748c-4d11-8f53-ca1e72651362/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16444596/f41bde2c-dd93-4147-9537-f12b8e003c43/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14785354/da99f006-06ed-44a5-94d2-2b1394209a6e/app_snippet_large']","Заезд возможен с 29.03.2026. Сдаётся 1-комнатная квартира площадью 32 кв.м. с косметическим ремонтом на 13 этаже в 17-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник Дом - панельный, окна выходят во","['s3://realty-images/flats/1216/image_1.jpg', 's3://realty-images/flats/1216/image_2.jpg', 's3://realty-images/flats/1216/image_3.jpg', 's3://realty-images/flats/1216/image_4.jpg', 's3://realty-images/flats/1216/image_5.jpg']",5
71.0,2,27,29,204000,ЖК «Режиссер»,"['avatars.mds.yandex.net/get-realty-offers/13970442/514bf588-8e35-4767-ba16-d75929a84f13/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14373170/0420f5ae-8c0d-4a17-a7d2-eecc5cf1fea7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11431992/a1299ca7-df8a-40a4-9045-7899b4869534/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15037245/fc101a99-b103-48ba-ab29-b9979d825a28/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14098308/69bd6222-f0a4-4dd0-b278-44020a0ca0e0/app_snippet_large']","Сдаётся 2-комнатная квартира площадью 71 кв.м. с евроремонтом на 27 этаже в 29-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер Дом - монолитный, окна выходят во","['s3://realty-images/flats/1217/image_1.jpg', 's3://realty-images/flats/1217/image_2.jpg', 's3://realty-images/flats/1217/image_3.jpg', 's3://realty-images/flats/1217/image_4.jpg', 's3://realty-images/flats/1217/image_5.jpg']",5
35.0,1,2,17,66000,"Белореченская улица,12","['avatars.mds.yandex.net/get-realty-offers/15037245/89c502aa-abce-452f-a14f-81720da40881/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/fe71c8ec-45a6-4188-84f2-77864a88a2ac/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/bfdb0886-1d01-4c70-8a78-2ebbfa0de605/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14773815/6c63aec8-227c-4087-9beb-01fa232c19b8/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14804480/9eb56b67-338b-4643-9075-16ef29c79b62/app_snippet_large']",Заезд возможен с 14.04.2026. Сдаётся 1-комнатная квартира площадью 35 кв.м. с евроремонтом на 2 этаже в 17-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина Дом -,"['s3://realty-images/flats/1218/image_1.jpg', 's3://realty-images/flats/1218/image_2.jpg', 's3://realty-images/flats/1218/image_3.jpg', 's3://realty-images/flats/1218/image_4.jpg', 's3://realty-images/flats/1218/image_5.jpg']",5
